IdSolicitante;TipoDemandante;Sexo;Escolaridade;Profissao;UF
198;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
211;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
229;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
237;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;SP
289;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;CE
350;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
735;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MS
1013;Pessoa Fisica;Masculino;Mestrado/Doutorado;Jornalista;DF
1030;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;DF
1048;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;DF
1105;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;GO
1117;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SC
1237;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
1243;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;MG
1260;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;GO
1308;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SP
1382;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SP
1642;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
1661;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;RS
1678;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
1794;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SP
1813;Pessoa Fisica;Feminino;Ensino Medio;Estudante;SP
1889;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;PA
1930;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;MA
2017;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;CE
2163;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
2227;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
2235;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MT
2260;Pessoa Fisica;Feminino;Pos-graduacao;Jornalista;SP
2316;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
2343;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;AL
2775;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
2859;Pessoa Fisica;Masculino;Ensino Superior ;Professor;BA
2929;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
2950;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;MG
3194;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;MT
3339;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;RJ
3345;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
3477;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico federal;PR
3666;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;BA
3741;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;DF
3742;Pessoa Fisica;Masculino;Ensino Superior ;Outra;PR
3907;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;DF
4121;Pessoa Fisica;Masculino;Pos-graduacao;Professor;AM
4399;Pessoa Fisica;Masculino;Pos-graduacao;Jornalista;PB
4408;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;RJ
4773;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
4875;Pessoa Fisica;Feminino;Ensino Superior ;Pesquisador;SP
4949;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;RS
4980;Pessoa Fisica;Masculino;Ensino Medio;Membro de ONG nacional;SP
5038;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SC
5115;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;RJ
5222;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
5394;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;MS
5396;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;PR
5808;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico municipal;MG
5878;Pessoa Fisica;Masculino;Ensino Medio;Outra;RJ
5891;Pessoa Fisica;Masculino;Ensino Fundamental;Empregado - setor privado;PA
6081;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;RJ
6104;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;MA
6168;Pessoa Fisica;Feminino;Mestrado/Doutorado;Professor;RS
6423;Pessoa Fisica;Feminino;Pos-graduacao;Jornalista;MS
6544;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
6865;Pessoa Fisica;Feminino;Mestrado/Doutorado;Professor;PE
6999;Pessoa Fisica;Masculino;Mestrado/Doutorado;Outra;DF
7023;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AL
7369;Pessoa Fisica;Masculino;Ensino Medio;Outra;MG
7536;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;DF
7609;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;MA
7659;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;SP
7922;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
8044;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;MG
8115;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AM
8713;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
8741;Pessoa Fisica;Masculino;Ensino Superior ;Outra;RJ
8761;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
8762;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
8766;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;RJ
8776;Pessoa Fisica;Masculino;Pos-graduacao;Outra;MG
8781;Pessoa Fisica;Masculino;Pos-graduacao;Membro de ONG nacional;SP
8809;Pessoa Fisica;Masculino;Ensino Superior ;Professor;SP
9122;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;CE
9201;Pessoa Fisica;Masculino;Pos-graduacao;Membro de partido politico;SP
9234;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;GO
9472;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SP
9492;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;CE
9733;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;SC
10460;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
10624;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
10942;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
10990;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;DF
11127;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SP
11217;Pessoa Fisica;Feminino;Mestrado/Doutorado;Membro de ONG nacional;DF
11322;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SC
11379;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
11961;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SP
11997;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;MG
12147;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;MT
12546;Pessoa Fisica;Masculino;Ensino Medio;Profis. Liberal/Autonomo;SP
12616;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
12837;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
13125;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
13218;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RJ
13580;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;SE
13743;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
13752;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
14579;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;RS
15427;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MG
15631;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PI
15642;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RN
15954;Pessoa Fisica;Masculino;Ensino Superior ;Outra;DF
16069;Pessoa Fisica;Masculino;Mestrado/Doutorado;Profis. Liberal/Autonomo;RJ
16257;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;MG
16273;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
16813;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
17257;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RS
17622;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
17719;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;GO
17864;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;RN
17995;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
18038;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;RS
18366;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;DF
18426;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
18765;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AM
19004;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;SP
19247;Pessoa Fisica;Masculino;Pos-graduacao;Jornalista;DF
19500;Pessoa Fisica;Masculino;Ensino Medio;Jornalista;MG
19656;Pessoa Fisica;Feminino;Mestrado/Doutorado;Empresario/empreendedor;SP
19716;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
19893;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
19919;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;RJ
20386;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;ES
20460;Pessoa Fisica;Masculino;Ensino Superior ;Outra;MG
20535;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;PB
20916;Pessoa Fisica;Masculino;Ensino Superior ;Outra;RJ
20958;Pessoa Fisica;Masculino;Pos-graduacao;Outra;BA
20995;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RJ
21151;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;MG
21208;Pessoa Fisica;Masculino;Ensino Medio;Estudante;RS
21304;Pessoa Fisica;Masculino;Ensino Superior ;Outra;BA
21396;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;GO
21769;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
21824;Pessoa Fisica;Masculino;Ensino Medio;Empresario/empreendedor;SC
21854;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;TO
21867;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;DF
22072;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
22334;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empresario/empreendedor;DF
22450;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;MA
22627;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;CE
22855;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;RS
22981;Pessoa Fisica;Feminino;Mestrado/Doutorado;Empregado - setor privado;MG
23024;Pessoa Fisica;Masculino;Ensino Superior ;Membro de ONG nacional;SP
23262;Pessoa Fisica;Masculino;Ensino Superior ;Outra;RS
23316;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
23330;Pessoa Fisica;Feminino;Mestrado/Doutorado;Professor;PR
23626;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
23881;Pessoa Fisica;Masculino;Pos-graduacao;Outra;PA
24105;Pessoa Fisica;Masculino;Pos-graduacao;Pesquisador;DF
24169;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
24231;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;RS
24307;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;DF
24331;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;PE
24350;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;AM
24411;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SP
24882;Pessoa Fisica;Masculino;Mestrado/Doutorado;Outra;ES
24957;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
25158;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RN
25491;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
25569;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;MT
26244;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;MT
26265;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AM
26745;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
26852;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
26860;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;DF
27041;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;CE
27323;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;MG
27398;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
27407;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RS
27484;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;PE
27662;Pessoa Fisica;Masculino;Mestrado/Doutorado;Profis. Liberal/Autonomo;CE
27849;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico municipal;RJ
28426;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;RJ
28461;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
28704;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;ES
28953;Pessoa Fisica;Masculino;Ensino Medio;Profis. Liberal/Autonomo;SP
28957;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;DF
29109;Pessoa Fisica;Masculino;Pos-graduacao;Jornalista;PR
29387;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;PB
29629;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;SE
29654;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;ES
29950;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;MG
30293;Pessoa Fisica;Masculino;Ensino Medio;Outra;SP
30382;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;BA
30465;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;RJ
31132;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;AM
31432;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;SP
31465;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;GO
32069;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
32091;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;SP
32419;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RS
32658;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;RJ
33051;Pessoa Fisica;Masculino;Ensino Superior ;Professor;MA
33354;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;SP
33459;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;PR
33545;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;AL
33909;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
34330;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;MG
34427;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;RJ
34653;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;ES
34713;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MG
34971;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
35336;Pessoa Fisica;Masculino;Pos-graduacao;Professor;SP
35434;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;RJ
35571;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;RS
35775;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SP
35803;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;DF
35928;Pessoa Fisica;Masculino;Ensino Medio;Estudante;RO
36345;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;DF
36557;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;RN
37026;Pessoa Fisica;Feminino;Ensino Superior ;Outra;ES
37089;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
37188;Pessoa Fisica;Masculino;Ensino Medio;Outra;SP
37194;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;DF
37237;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;CE
37290;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
37380;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RJ
37400;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
37447;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;PA
37622;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SP
38025;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
38237;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;DF
38710;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RR
38810;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SC
39251;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;RN
40932;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;SP
41178;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;SP
41234;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;PB
41537;Pessoa Fisica;Masculino;Pos-graduacao;Outra;PR
41727;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;RJ
41983;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;AM
42206;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;PR
42230;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
42662;Pessoa Fisica;Masculino;Ensino Superior ;Outra;SC
43521;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;MG
44147;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;AM
44901;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;MG
45116;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;BA
45686;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
45742;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RN
46519;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
46849;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;DF
46885;Pessoa Fisica;Feminino;Ensino Medio;Profis. Liberal/Autonomo;RJ
47095;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;RJ
47109;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
47542;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;MT
47778;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;SP
47988;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
48150;Pessoa Fisica;Masculino;Ensino Medio;Estudante;SP
49253;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RS
49526;Pessoa Fisica;Masculino;Ensino Superior ;Outra;SP
49895;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;MG
49928;Pessoa Fisica;Masculino;Ensino Medio;Jornalista;SP
50004;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;MA
50048;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;BA
50355;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;MT
50425;Pessoa Fisica;Masculino;Pos-graduacao;Outra;DF
51041;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;MG
51055;Pessoa Fisica;Masculino;Ensino Medio;Representante de sindicato;MG
51134;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
51299;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;PE
52031;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
52934;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;SP
53431;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
54045;Pessoa Fisica;Masculino;Ensino Medio;Empresario/empreendedor;MT
54047;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
54188;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RN
54326;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;MG
54614;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
55196;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;RS
55357;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;SE
55676;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MG
55900;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
56071;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
56139;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
56300;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;PI
56307;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
56454;Pessoa Fisica;Masculino;Mestrado/Doutorado;Outra;SP
56805;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;MG
56862;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
56890;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;PB
57196;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;SC
57396;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;DF
57666;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico estadual;GO
57927;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;PR
58142;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SP
58159;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;BA
58173;Pessoa Fisica;Masculino;Pos-graduacao;Outra;DF
58801;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
61181;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;RS
61197;Pessoa Fisica;Masculino;Pos-graduacao;Professor;MG
61416;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;DF
62376;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;SP
62653;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
62775;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PE
62898;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PR
63208;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
63263;Pessoa Fisica;Feminino;Ensino Superior ;Profis. Liberal/Autonomo;DF
63416;Pessoa Fisica;Masculino;Ensino Superior ;Outra;PB
63478;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;SP
63794;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
64355;Pessoa Fisica;Feminino;Mestrado/Doutorado;Membro de ONG nacional;DF
64521;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;PR
64647;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;RJ
64793;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;RJ
65471;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;AL
65473;Pessoa Fisica;Masculino;Ensino Medio;Outra;SP
65563;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;DF
65587;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico estadual;SP
65645;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;DF
65689;Pessoa Fisica;Masculino;Ensino Medio;Estudante;TO
65703;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;TO
65964;Pessoa Fisica;Masculino;Pos-graduacao;Estudante;MG
66120;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico federal;DF
66382;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
66640;Pessoa Fisica;Feminino;Ensino Medio;Estudante;RN
66876;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
67028;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;MG
67120;Pessoa Fisica;Masculino;Ensino Medio;Estudante;RR
67153;Pessoa Fisica;Masculino;Ensino Superior ;Professor;SP
67566;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;MS
67897;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;SP
68574;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;DF
68680;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico estadual;RS
68788;Pessoa Fisica;Masculino;Ensino Medio;Estudante;SP
69069;Pessoa Fisica;Masculino;Ensino Medio;Outra;RJ
69122;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico estadual;BA
69283;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
69410;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
69944;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;SP
70857;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;RS
70996;Pessoa Fisica;Feminino;Pos-graduacao;Pesquisador;DF
72213;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SP
72362;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
72563;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
72750;Pessoa Fisica;Feminino;Ensino Medio;Estudante;AC
73911;Pessoa Fisica;Masculino;Ensino Superior ;Outra;DF
74166;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico estadual;MT
74399;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SP
74427;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;SP
74740;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SP
74829;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;MG
75083;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;DF
75371;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
75394;Pessoa Fisica;Masculino;Ensino Medio;Estudante;SP
75403;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
76424;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;DF
76515;Pessoa Fisica;Feminino;Mestrado/Doutorado;Profis. Liberal/Autonomo;DF
76648;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;SC
76888;Pessoa Fisica;Masculino;Pos-graduacao;Professor;RO
